Name,Quantities,Kcal,Protein Content (g),Veg/Non_Veg,subcode,Sub_Type,Type,Code,Glycemic Load,Glycemic Index,,diebetes_restriction
Dates & Nuts Laddoo,1 Number(25 gm),118,1.9,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Dhania Adrak Chutney,1 Small Bowl(100 gm),67,1.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Dhania Adrak Chutney,2 Tbsp(25 gm),20,0.3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Dhania Chutney,2 Tbsp(25 gm),27,0.5,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Drumstick Tur Dal Curry,1 Medium Bowl(150 gm),110,4.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Dudhi Dahi Kadhi,1 Large Bowl(284 gm),82,3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Dudhi Dahi Kadhi,1 Medium Bowl(213 gm),61,2.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Dudhi Palak Kadhi,1 Medium Bowl(134 gm),93,3.4,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Egg Bhurji,1 Medium Bowl(120 gm),201,12.6,Non_Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Egg Curry,1 Large Bowl(200 gm),200,14.3,Non_Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Gajar Beans Sabji,1 Medium Bowl(90 gm),77,2.3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Garlic Tomato Rasam,1 Small Glass(133 gm),63,1.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Green Chutney,1 Small Bowl(84 gm),20,0.5,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Green Mango Coconut Chutney,2 Tbsp(30 gm),25,0.4,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Kaddu Sambhar,1 Large Bowl(186 gm),128,3.9,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Kadhi,1 Large Bowl(200 gm),153,5.6,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Kala Vatana Usal Gravy,1 Large Bowl(200 gm),232,8.7,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Konda Kadalai Sundal,1 Medium Bowl(90 gm),99,4.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Lasooni Palak Dal,1 Medium Bowl(139 gm),120,5.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Masoor Dal Shaak Bhaji With Less Ghee,1 Medium Bowl(78 gm),66,3.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Masoor Dal,1 Medium Bowl(144 gm),118,6.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Methi Dal,1 Medium Bowl(150 gm),102,4.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Methi Tamatar Sabji,1 Medium Bowl(78 gm),65,2.4,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Mishti Doi,1 Medium Bowl(174 gm),208,5.6,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Mixed Vegetable Sabji,1 Medium Bowl(90 gm),66,1.9,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Moong Curry,1 Medium Bowl(150 gm),140,7.4,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Moong Dal Palak Curry,1 Large Bowl(200 gm),192,8.3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Moong Kadhi,1 Large Bowl(186 gm),145,6.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Moong Usal Gravy,1 Large Bowl(195 gm),173,7.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Mutton White Stew With Butter,1 Large Bowl(200 gm),173,15.2,Non_Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Onion Tomato Dal Chutney,1 Small Bowl(84 gm),135,3.9,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Palak Sambhar,1 Medium Bowl(149 gm),93,3.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Palak Tur Dal With Oil,1 Large Bowl(186 gm),134,6.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Patta Gobi Capsicum Sabji,1 Large Bowl(120 gm),106,2.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Patta Gobi Capsicum Sabji,1 Medium Bowl(90 gm),80,2.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Plain Boiled Moong Dal,1 Medium Bowl(150 gm),105,7.3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Plain Toor Dal,1 Large Bowl(186 gm),158,7.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Plain Toor Dal,1 Medium Bowl(150 gm),118,5.6,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Prawn Masala Curry,1 Large Bowl(160 gm),323,18.7,Non_Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Pudina Chutney,1 Small Bowl(84 gm),54,0.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Pudina Chutney,2 Tbsp(25 gm),16,0.3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Pudina Moong Dal,1 Medium Bowl(139 gm),112,6.3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Pumpkin Curry,1 Medium Bowl(150 gm),78,2.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Radish Leaves Saag,1 Large Bowl(104 gm),44,2.4,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Red Amaranth Lentil Dal Gravy With Ghee,1 Medium Bowl(134 gm),110,4.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Sattu Chaas,1 Large Glass(200 ml),58,2.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Shendana Chutney,1 Small Bowl(84 gm),252,7.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Sweet Curd,1 Large Bowl(185 gm),162,6.4,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Sweet Curd,1 Medium Bowl(139 gm),121,4.8,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Tomato Chutney,2 Tbsp(25 gm),19,0.3,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Tomato Rasam,1 Medium Bowl(75 gm),38,1.2,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Toor Palak Dal,1 Medium Bowl(152 gm),148,6.7,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Tur Dal,1 Medium Bowl(139 gm),130,7.1,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Veg Malabari Curry,1 Medium Bowl(134 gm),242,5.9,Veg,C3,"Curries, Dals, and Side Dishes",Lunch,C,,,,
Aamras,1 Large Bowl(160 gm),104,1.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Aamras,1 Medium Bowl(120 gm),78,0.8,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Adarak Chaas Bina Namak,1 Large Glass(200 gm),34,1.7,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Ambadi Dal,1 Medium Bowl(139 gm),76,3.6,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Baigan Bharta With Less Oil,1 Large Bowl(120 gm),60,1.9,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Bathua Dry Vegetable,1 Medium Bowl(78 gm),54,2.4,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Butter Milk,1 Large Glass(250 ml),33,1.8,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Chaas,1 Large Glass(250 ml),33,1.8,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Cow Milk Curd With Pink Salt,1 Medium Bowl(139 gm),96,3.9,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Curd With Salt,1 Medium Bowl(120 gm),83,3.3,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Curd,1 Large Bowl(185 gm),128,5.2,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Drumstick Tur Dal Curry,1 Medium Bowl(150 gm),110,4.2,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Garlic Tomato Rasam,1 Large Bowl(181 gm),82,2.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Jeera Buttermilk,1 Medium Glass(200 ml),30,1.6,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Jeera Chaas,1 Large Glass(250 ml),38,2,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Jeera Chaas,1 Medium Glass(200 ml),31,1.6,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Jeera Dhaniya Chaas Bina Namak,1 Large Glass(200 ml),30,1.7,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Jeera Dhaniya Chach Kala Namak Sahit,1 Medium Glass(160 ml),27,1.3,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Kadala Curry,1 Large Bowl(178 gm),107,5.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Kulath Dal,1 Medium Bowl(139 gm),114,6.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Lasooni Palak Dal,1 Medium Bowl(138 gm),110,5.2,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Masala Chaas,1 Large Glass(300 ml),52,2.7,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Mix Fruit Jelly,1 Small Bowl(100 gm),92,0.6,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Mixed Fruit With Cream,1 Medium Bowl(140 gm),204,2.4,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Mustard Leaves Lentil Dal Gravy With Oil,1 Medium Bowl(78 gm),70,3.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Palak Sambhar,1 Medium Bowl(149 gm),93,3.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Patta Gobi Capsicum Sabji,1 Large Bowl(120 gm),106,2.8,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Patta Gobi Capsicum Sabji,1 Medium Bowl(90 gm),80,2.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Plain Boiled Moong Dal,1 Medium Bowl(150 gm),105,7.3,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Pumpkin Soya Vegetable,1 Large Bowl(120 gm),147,6.2,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Radish Cauliflower Leaves Pumpkin Dry Vegetable,1 Large Bowl(120 gm),110,3.8,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Red Parboiled Rice,1 Medium Bowl(106 gm),87,2.2,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Shimla mirch Sabji,1 Medium Bowl(90 gm),76,1.9,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Sweet Curd,1 Medium Bowl(139 gm),121,4.8,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Til Rice,1 Large Bowl(141 gm),200,4.2,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Til Rice,1 Medium Bowl(100 gm),150,3.1,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Tomato Onion Sambar,1 Medium Bowl(139 gm),119,3.9,Veg,C4,"Dals, Vegetables, Rice, and Beverages",Lunch,C,,,,
Carrot Rasam,1 Medium Bowl(136 ml),45,1.2,Veg,C5,Rasam and Light Soups,Lunch,C,,,,
Tomato Rasam,1 Large Bowl(100 gm),51,1.4,Veg,C5,Rasam and Light Soups,Lunch,C,,,,
Apple Banana Milkshake in Cows Milk With Honey,1 Medium Glass(160 ml),141,3.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Apple Chia Seeds Smoothie In Soy Curd Without Sugar,1 Large Bowl(160 gm),139,4.7,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Apple Soy Curd Smoothie,1 Large Bowl(160 gm),137,4.3,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Basil Lemon Juice With Honey,1 Large Glass(200 ml),38,0.2,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Bhelpuri with Sprouts,1 Medium Bowl(61 gm),150,5.2,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Black Cold Coffee,1 Medium Glass(160 ml),102,0.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Bottlegourd Soup,1 Large Soup Bowl(242 gm),52,2.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Brown Bread Butter Jam Slice,"1 Bread (3"")(31 gm)",98,1.6,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Cardamom Tea Without Sugar,1 Medium Cup(150 ml),41,0.8,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Almond Milk Without Sugar,1 Large Glass(220 ml),32,1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Almond Milk Without Sugar,1 Medium Cup(132 ml),19,0.6,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Jaggery,1 Medium Cup(132 ml),77,0.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,3
Coffee With Skim Milk And Stevia,1 Large Cup(176 ml),47,1.8,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Skim Milk And Stevia,1 Medium Cup(132 ml),35,1.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Skim Milk And Sugar,1 Medium Cup(132 ml),48,1.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,3
Coffee With Skim Milk Without Sugar,1 Medium Cup(132 ml),35,1.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Skim Milk Without Sugar,1 Medium Cup(132 ml),36,1.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Stevia,1 Large Cup(176 ml),91,0.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee With Stevia,1 Medium Cup(132 ml),68,0.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee,1 Large Cup(176 ml),109,0.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coffee,1 Medium Cup(132 ml),81,0.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Cow Milk Ginger Tea With Stevia,1 Large Cup(200 ml),55,2.2,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Cow Milk Masala Tea Without Sugar,1 Large Cup(200 ml),50,1.9,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Cow Milk Masala Tea Without Sugar,1 Medium Cup(150 ml),37,1.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Cow Milk Tea With Cinnamon Ginger Without Sugar,1 Medium Cup(150 ml),48,1.9,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Cow Milk Tea With Jaggery,1 Large Cup(200 ml),67,2.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,3
Cow Milk Tea With Jaggery,1 Medium Cup(150 ml),50,1.6,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,3
Cow Milk Tea With Jaggery,1 Small Cup(100 ml),33,1.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,3
Cow Milk Tea Without Sugar,1 Medium Cup(150 ml),40,1.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Coﬀee With Almond Milk Without Sugar,1 Medium Cup(132 ml),19,0.6,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Elaichi Chai,1 Large Cup(200 ml),75,2.3,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Elaichi Chai,1 Medium Cup(150 ml),56,1.7,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Mango Almond Milk Smoothie,1 Large Bowl(160 gm),61,1.2,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Mango Soy Milk Shake,1 Medium Glass(160 ml),113,3.2,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Masala Chaas,1 Large Glass(300 ml),52,2.7,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Mushroom Soup,1 Medium Soup Bowl(181 gm),61,2.8,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Popcorn,1 Medium Bowl(30 gm),103,2.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Salty Lime Juice,1 Medium Glass(160 ml),5,0.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Skim Milk Cardamom Tea Without Sugar,1 Large Cup(200 ml),27,1.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Skim Milk Cardamom Tea Without Sugar,1 Medium Cup(150 ml),20,0.8,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Skim Milk Tea Without Sugar,1 Medium Cup(150 ml),20,0.8,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Skim Milk Tea Without Sugar,1 Small Cup(100 ml),13,0.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Skimmed Milk Cardmom Tea Without Sugar,1 Large Cup(200 ml),27,1.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Skimmed Milk Tea With Stevia,1 Medium Cup(150 ml),20,0.8,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Tea With Skimmed Milk Without Sugar,1 Large Cup(200 ml),27,1.1,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Tea With Skimmed Milk Without Sugar,1 Medium Cup(150 ml),20,0.8,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Tea Without Sugar,1 Medium Cup(150 ml),40,0.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Tea,1 Large Cup(200 ml),74,0.6,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Tea,1 Medium Cup(150 ml),56,0.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Tomato Spinach Soup,1 Large Soup Bowl(242 gm),46,2.4,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Vegetable Clear Soup,1 Large Soup Bowl(226 gm),42,1.5,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Whole Wheat Crackers,1 Number(20 gm),66,2.3,Veg,D1,"beverages, soups, and light snacks",Evening Snacks,D,,,,
Anjeer,2 Medium(126 gm),103,0.7,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Baked Kachori,2 Number(22 gm),45,1.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Barley Upma With Vegetables With Ghee,1 Medium Bowl(141 gm),73,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Barley Upma Without Vegetables With Ghee,1 Large Bowl(120 gm),106,3.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Barley Upma Without Vegetables With Ghee,1 Medium Bowl(90 gm),79,2.6,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Barley Vegetables Upma Without Oil,1 Large Bowl(120 gm),85,2.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Barley Vegetables Upma Without Oil,1 Medium Bowl(90 gm),64,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Beetroot Onion Poha,1 Medium Bowl(90 gm),174,2.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Black Chickpeas Cutlet,2 Number(72 gm),121,4.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Black Tea With Cardamom,1 Small Cup(100 ml),13,0.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Boiled Chana,1 Medium Bowl(90 gm),48,4.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Brown Bread Butter Jam Slice,"1 Bread (3"")(31 gm)",98,1.6,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Chana Chor With Corn,1 Large Bowl(76 gm),240,7.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Cheese Penne Pasta With Veggies,1 Medium Bowl(122 gm),133,4.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Chicken Croissant,2 Number(72 gm),289,15,Non_Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Chukandar Aloo Cutlet,2 Number(56 gm),87,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Cow Milk Tea With Jaggery,1 Small Cup(100 ml),33,1.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,3
Crispy Potato Cutlet,2 Number(151 gm),77,2.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Grapes,1 Medium Bowl(102 gm),55,0.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Idli,1 Large(45 gm),79,2.3,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Jhuri Aloo Bhaja,1 Medium Bowl(57 gm),142,1.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Kachori,2 Number(26 gm),113,2.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Khakra Chaat,1 Large Bowl(76 gm),113,3.6,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Kurmura,1 Medium Bowl(30 gm),114,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Lasaniya Mumra,1 Medium Bowl(30 gm),106,2.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Masala Murmura Bhel,1 Large Bowl(40 gm),108,2.9,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Masala Murmura Bhel,1 Medium Bowl(30 gm),81,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Mausambi,1 Medium(181 gm),49,0.6,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Methi Dhokla,4 Number(160 gm),245,7.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Methi Khakhra With Oil Homemade,1 Number(28 gm),107,2.6,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Moong Chaat,1 Medium Bowl(90 gm),43,4.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Moong Chilla,2 Number(100 gm),175,7.4,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Moong Dal Cheela,2 Number(100 gm),237,10.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Mutton Cutlet Kolkata Street Style,1 Number(73 gm),162,12.8,Non_Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Nutty Rice Porridge In Water With Ghee Without Sugar,1 Medium Bowl(146 gm),127,3.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Oat Falafel Cutlet,2 Number(50 gm),130,4.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Onion Tomato Uttapam,1 Number(80 gm),114,3.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Orange,1 Number(104 gm),39,0.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Pear,1 Large(200 gm),75,0.6,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Pineapple Chunks,1 Large Bowl(124 gm),53,0.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Pineapple Chunks,1 Medium Bowl(93 gm),40,0.4,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Plain Roasted Makhana,1 Medium Bowl(30 gm),110,4.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Pomegranate,1 Large Bowl(64 gm),35,0.7,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Pomegranate,1 Medium Bowl(48 gm),26,0.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Popcorn,1 Medium Bowl(30 gm),103,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Potato Spinach Cutlet,3 Number(98 gm),181,4.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Rava Uttapam,2 Number(216 gm),216,6.9,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Rawa Alsi Ladoo,1 Medium(25 gm),148,3.6,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Rice Rava Upma,1 Medium Bowl(90 gm),128,4.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Rice Vermicelli Upma With Vegetable Without Oil,1 Medium Bowl(90 gm),125,3.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Rice Vermicelli Vegetable Upma Without Oil,1 Medium Bowl(90 gm),80,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Roasted Chana Peanut,1 Medium Bowl(57 gm),260,9.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Roasted Chickpea,1 Large Bowl(52 gm),100,5.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Roasted Chickpea,1 Medium Bowl(39 gm),75,3.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Roasted Moong Dal,1 Medium Bowl(30 gm),132,9.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Roasted Salted Makhana Without Ghee,1 Large Bowl(20 gm),64,2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Spicy Masala Khakara,1 Number(8 gm),33,0.8,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Sprouted Ragi Pattice,1 Number(39 gm),67,2.1,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Sprouts Carrot Cheela,2 Number(100 gm),182,6.7,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Stir Fry Oats Veggie Upma,1 Medium Bowl(90 gm),124,4.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Tea,1 Medium Cup(150 ml),56,0.4,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Veg Momos,3 Number(90 gm),143,4.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
